code_pdv_texte,code_pdv,Vague,**nom_restaurant**,**reseau**,**code_direction**,REGION<br>GLOBALE,**code_region**,REGION,**statut_pdv**,id_readings,vague,nom_restaurant,region,date_mel,statut_integration,affluence,sequence,joker,syntaxe,fdv,hdv,sexe,age,f600,f600_comment,1.1 - Courtoisie et aimabilité du personnel,1.2 - Compétence du personnel,"1.3 - Perception du personnel (souriant, dynamique, professionnel)",1.4 - Interaction avec le client,1.5 - Gestion de l'affluence,2.1 - Qualité des plats,2.2 - Variété des plats,2.3 - Cuisson et température des aliments,2.4 - Assaisonnement des aliments,2.5 - Disponibilité des plats,3.1 - Propreté générale du restaurant,3.2 - Propreté des toilettes,3.3 - Propreté et rangement des tables,3.4 - Propreté des couverts et assiettes,"3.5 - Propreté des espaces de service (buffets, stands)",4.1 - Décoration et agencement du restaurant,4.2 - Bruit dans le restaurant,"4.3 - Espace (espacement entre les tables, taille du restaurant)",4.4 - Environnement pour les enfants,5.1 - Présence de déchets,5.2 - Nettoyage et débarrassage des tables,5.3 - Fréquence du réapprovisionnement des buffets,6.1 - Gestion du temps d'attente,6.2 - Rapidité du service en caisse,6.3 - Gestion de l'affluence,7.1 - Variété et qualité des légumes,7.2 - Presence de sauce sur assiette,7.3 - Assaisonnement des accompagnements,7.4 - Disponibilité des sauces,8.1 - Connaissance du personnel sur les produits,8.2 - Disponibilité des produits comme les crêpes,8.3 - Problèmes techniques impactants l'offre de produits,9.1 - Accessibilité du restaurant,9.2 - Places de parking,9.3 - Aménagement de la terrasse,10. - Prix,11. - Communication,12. - Poisson
37,37,juil.-23,ENGLOS,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347457,40,15,26,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:05:00,Femme,21,2,"Les temps dattente sont plus longs car il y a beaucoup de monde, mais cela reste correct.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
853,853,juil.-23,NARBONNE,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347361,40,223,24,11/07/2023,0,2,MIDI SEMAINE,0,6,07/03/2023,12:22:00,Femme,34,2,"C'est conforme à mes attentes. Le plat est bon, ainsi que le gratin de courgettes. Bien que je trouve une étiquette à l'intérieur.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,37,juil.-23,ENGLOS,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347509,40,15,26,24/07/2023,0,2,MIDI SEMAINE,1,6,7/19/2023,12:35:00,Femme,41,3,"C'est un restaurant vieillissant et il y a de la poussière un peu partout. Le personnel ne prête aucune attention à la clientèle, tout le personnel d'ailleurs. Il y a la présence d'un seau dans la zone des jeux pour enfants.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
672,672,sept.-23,FAMECK,FRANCHISE,DO_6,NORD,R_10,PARIS EST,Actif,347818,42,189,28,26/09/2023,1,1,WE FAMILLE,0,6,9/23/2023,12:15:00,Femme,21,2,"Malgré l'affluence, il n'y a pas beaucoup d'attente, et je trouve une table directement. Le repas est bien chaud, mais les accompagnements ne sont pas assaisonnés.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,févr.-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,346137,33,16,25,28/02/2023,1,2,SOIR SEMAINE,1,6,2/20/2023,19:00:00,Homme,49,2,Les frites ne sont pas croustillantes. Le personnel croisé aux plats chauds n'est pas attentif envers les clients. Le reste est conforme.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,mai-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,346978,38,16,25,10/05/2023,1,2,SOIR SEMAINE,0,6,05/04/2023,19:58:00,Femme,55,3,"L'hôtesse de caisse fait le minimum mais le reste du personnel est actif. Les plateaux sont mouillés. Le sol est sale, avec des détritus de part et d'autre.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,mai-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,347013,38,16,25,23/05/2023,0,1,SOIR SEMAINE,1,6,5/17/2023,19:10:00,Femme,58,3,"La personne aux grillades n'est pas souriante. Il ny a pas de personnel dans la salle, j'attends qu'une employée arrive pour la questionner sur le focus anniversaire.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
752,752,sept.-23,CAEN MONDEVILLE,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347830,42,205,27,26/09/2023,1,2,WE FAMILLE,0,6,9/23/2023,19:53:00,Femme,35,2,"Je suis globalement satisfaite, mais certains points sont à améliorer, surtout au niveau de la propreté de la salle et de la diversité des plats chauds. J'apprécie les accompagnements qui sont à volonté. Les enfants ont apprécié l'aire de jeux.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,69,sept.-23,LENS,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347831,42,41,25,26/09/2023,1,3,WE FAMILLE,0,6,9/22/2023,19:45:00,Femme,45,1,"Le personnel est agréable et souriant. Le service est rapide et efficace, sans attente. Le restaurant est très propre. Il y a un large choix dans toutes les vitrines.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,sept.-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,347760,42,16,25,15/09/2023,0,2,WE FAMILLE,0,6,09/08/2023,19:16:00,Femme,33,4,Le contact avec la personne en caisse n'est pas très agréable. Il y a un sérieux manque d'hygiène au stand des glaces. Le personnel ne sait pas me renseigner sur les produits et les sauces.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,sept.-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,347850,42,16,25,27/09/2023,1,1,WE FAMILLE,1,6,9/23/2023,19:10:00,Femme,38,2,"Le restaurant est sympathique et familial. La décoration apporte un côté moderne. Le buffet est adapté à tous les goûts. Le personnel est agréable, toujours souriant et dynamique, tout au long de notre présence. Le réapprovisionnement des buffets est fait régulièrement.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
853,853,juil.-23,NARBONNE,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347505,40,223,24,24/07/2023,1,1,MIDI SEMAINE,1,6,7/17/2023,12:41:00,Homme,38,2,"Je ne suis pas séduit par mon plat, les seiches sont bien cuites, mais cela manque de goût. Un choix plus grand de desserts serait un plus.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
320,320,sept.-23,GRENOBLE ECHIROLLES,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347828,42,110,23,26/09/2023,0,2,WE FAMILLE,0,6,9/22/2023,19:20:00,Femme,38,3,"Lodeur des toilettes est nauséabonde, surtout après avoir mangé. Le poisson contient plus de chapelure que de chair. De plus, il est dans le même four et au même niveau que la viande rouge, pour les végétariens, ce nest pas appréciable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
549,549,sept.-23,ST DIZIER,FRANCHISE,DO_6,NORD,R_10,PARIS EST,Actif,347829,42,156,28,26/09/2023,1,1,WE FAMILLE,0,6,9/23/2023,19:42:00,Homme,62,2,Le point faible de ce restaurant est le déficit d'entretien des toilettes. La personne aux plats chaud est très compétente et fort agréable.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
853,853,sept.-23,NARBONNE,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347821,42,223,24,26/09/2023,1,2,WE FAMILLE,0,6,9/23/2023,12:00:00,Homme,47,3,"Le plat commandé est le poulet à l'indienne, il n'était finalement pas disponible, et il n'y a pas eu de compensation en échange. Il faudrait plus de communication entre la préparation des plats et la caisse pour connaître la disponibilité des produits en amont.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,sept.-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347817,42,222,24,26/09/2023,1,3,WE FAMILLE,0,6,9/23/2023,12:00:00,Homme,38,2,"Le restaurant est propre, bien agencé et les plats sont bons et qualitatifs. Les légumes sont présents en nombre et je nai pas eu de problème dapprovisionnement. Jai également apprécié laccueil qui ma été réservé. Jai regretté labsence de savon dans les toilettes ainsi que les mauvaises odeurs.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
240,240,sept.-23,TOULOUSE GRAMONT,COMPAGNIE,DO_1,SUD,R_26,GRAND SUD EST,Actif,347823,42,88,24,26/09/2023,1,1,WE FAMILLE,0,6,9/23/2023,12:00:00,Femme,20,2,"Le personnel s'est montré disponible et souriant. J'ai apprécié la rapidité avec laquelle j'ai été servie. Par contre, la surface de la mousse au chocolat était sèche, comme si elle était restée longtemps à l'air libre, sinon celle-ci était de bonne qualité.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
295,295,sept.-23,FRANCONVILLE,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,347825,42,106,28,26/09/2023,1,3,WE FAMILLE,0,6,9/22/2023,19:00:00,Femme,39,3,"Mis à part le temps d'attente lors de la cuisson, tout se déroule bien. Le restaurant est propre et lumineux.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,janv.-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,345796,32,222,24,17/01/2023,0,1,MIDI SEMAINE,0,6,01/11/2023,12:36:00,Femme,43,4,"C'est sale, non accueillant. Le personnel n'est pas aimable et regarde les clients de travers. Les toilettes sont horribles.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,janv.-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,345959,32,222,24,31/01/2023,1,1,MIDI SEMAINE,1,6,1/19/2023,12:10:00,Homme,65,2,"L'expérience du plat chaud est légèrement décevante. Quand on fait le tour complet du comptoir des légumes, on se retrouve à côté du derrière du comptoir plats chauds. C'est certainement commode pour eux, mais un peu gênant, bien que rien ne traîne.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,mai-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,346934,38,222,24,10/05/2023,0,3,SOIR SEMAINE,0,6,05/03/2023,19:15:00,Homme,59,4,"A l'extérieur, le restaurant est vétuste. La qualité des entrées et desserts semble douteuse, cela manque de fraicheur. La viande est tendre, luf mayonnaise est frais. Les frites sont tièdes et sèches.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,mai-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347012,38,222,24,23/05/2023,1,2,SOIR SEMAINE,1,6,5/17/2023,19:30:00,Homme,38,1,"Le restaurant est agréable, accessible et propre. Le plat chaud est servi avant le passage en caisse. J'apprécie l'accueil, la gentillesse du personnel et la disponibilité des plats chauds.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,sept.-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,347749,42,52,23,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,19:00:00,Femme,65,2,"Les produits achetés sont bons. Les filets de rouget sont délicieux, quoique un petit peu trop salés à mon goût.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
600,600,sept.-23,BRIVE LA GAILLARDE,COMPAGNIE,DO_5,SUD,R_26,CENTRE AQUITAINE,Actif,347770,42,173,22,15/09/2023,1,1,WE FAMILLE,0,6,09/09/2023,12:06:00,Femme,44,2,"Je suis ravie de l'accueil, de la gentillesse du personnel et de la qualité des plats (la viande est tendre et cuite selon mon goût.). Par contre, la qualité des légumes est à revoir, surtout les épinards et les petits-pois.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,août-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347647,41,222,24,11/08/2023,0,3,SOIR SEMAINE,0,6,08/02/2023,19:05:00,Femme,62,2,La proposition de plats chauds est insuffisante. Les toilettes ne sont pas propres. Lespace restaurant est très agréable.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,852,août-23,SETE BALARUC,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347658,41,222,24,22/08/2023,1,3,SOIR SEMAINE,1,6,16/08/2023,19:00:00,Femme,53,3,Les toilettes ne sont pas propres. Il n'y a pas d'indication claire de sortie. Ce restaurant est vieillissant. Des légumes ne sont pas appétissants et les frites ne sont pas chaudes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
589,589,sept.-23,VARENNES,FRANCHISE,DO_5,NORD,R_29,PARIS EST,Actif,347766,42,168,28,15/09/2023,1,3,WE FAMILLE,0,6,09/09/2023,19:14:00,Femme,47,3,"Un seul bipper nous a été remis pour les deux plats, sans aucune précision de la part de la personne en caisse. Le burger n'était donc plus très chaud.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,39,janv.-23,NOYELLES,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,345803,32,17,25,17/01/2023,1,1,MIDI SEMAINE,0,6,01/12/2023,12:35:00,Femme,36,1,"Je suis globalement satisfaite. Le restaurant est très propre malgré l'affluence. Dans les toilettes, il y a certes des papiers au sol mais globalement, elles sont propres et il n'y a pas de mauvaises odeurs. Le repas est très bon, même si les viandes sont un peu plus cuites que ce que nous avons demandé.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
246,246,sept.-23,LE HAVRE MONTIVILLIERS,COMPAGNIE,DO_2,SUD,R_28,OUEST,Actif,347758,42,93,27,15/09/2023,1,1,WE FAMILLE,0,6,09/09/2023,19:40:00,Femme,42,2,"Les aliments sont relativement bons, mais je nai pas de grande surprise. Il y a une forte affluence dans le restaurant, mais cela n'affecte ni le service ni laccueil. Il ny a aucune attente.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,39,janv.-23,NOYELLES,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,345957,32,17,25,31/01/2023,0,1,MIDI SEMAINE,1,6,1/20/2023,12:25:00,Femme,37,2,Tout est propre dans le restaurant mais certains membres du personnel ne s'intéressent pas du tout aux clients.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,39,juil.-23,NOYELLES,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347435,40,17,25,11/07/2023,1,1,MIDI SEMAINE,0,6,07/03/2023,11:55:00,Homme,50,2,Le personnel devrait être plus attentif envers les clients et veiller à ce que le stand des légumes soit plus attrayant. L'odeur des toilettes n'est pas agréable.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,39,août-23,NOYELLES,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347525,41,17,25,11/08/2023,0,1,SOIR SEMAINE,0,6,08/01/2023,19:37:00,Femme,61,4,"Le personnel manque de courtoisie, de sourire. Les buffets ne sont pas achalandés comme ils le devraient. Le temps d'attente est beaucoup trop long. Les toilettes sont immondes. Les frites n'étaient pas croustillantes.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,39,août-23,NOYELLES,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347685,41,17,25,22/08/2023,1,1,SOIR SEMAINE,1,6,16/08/2023,19:40:00,Femme,57,2,"Cette visite est plutôt satisfaisante, mais sans plus. Le personnel est souriant et agréable, la salle est propre, les plats commandés sont bons. La propreté des toilettes est à revoir.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
810,810,sept.-23,VANNES,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347743,42,213,27,15/09/2023,1,2,WE FAMILLE,0,6,09/09/2023,19:38:00,Homme,53,2,"Cela correspond à mes attentes, c'est un restaurant convivial, avec des produits de qualité et du choix pour un budget raisonnable. Le personnel est courtois et accueillant, mais un peu trop polyvalent.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,2,janv.-23,LORIENT KERYADO,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,345844,32,1,27,17/01/2023,0,2,MIDI SEMAINE,0,6,1/13/2023,12:20:00,Homme,51,2,"Le restaurant est situé en galerie marchande. Il y a un grand choix dentrées, plats et desserts. Les produits sont frais, bien cuisinés et savoureux. Le restaurant est propre et bien agencé.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,2,janv.-23,LORIENT KERYADO,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,345949,32,1,27,31/01/2023,1,1,MIDI SEMAINE,1,6,1/19/2023,12:40:00,Homme,34,2,"Je suis satisfait des plats consommés et du service. Le personnel est particulièrement cordial et souriant, le service est rapide et efficace malgré une forte affluence.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,15,févr.-23,BRETIGNY,COMPAGNIE,DO_5,NORD,R_29,PARIS NORMANDIE,Actif,346105,33,6,29,14/02/2023,0,3,SOIR SEMAINE,0,6,02/09/2023,19:52:00,Homme,41,3,"La personne à la caisse ne se montre pas souriante, ni aimable. Il n'y a pas de dessert au chocolat, il n'y a que des cafés gourmands. Les toilettes ne sont pas propres.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
601,601,sept.-23,CHATEAUROUX CAP SUD,FRANCHISE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,347755,42,174,22,15/09/2023,1,1,WE FAMILLE,0,6,09/09/2023,12:38:00,Femme,70,2,"Le repas est bon, les accompagnements également. Le restaurant est propre et il n'y a pas d'attente.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
671,671,sept.-23,AIZENAY,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347748,42,188,27,15/09/2023,1,1,WE FAMILLE,0,6,09/09/2023,12:35:00,Femme,37,2,"Le service est conforme, malgré l'affluence ce midi. Le personnel est agréable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
259,259,mars-23,BLOIS,COMPAGNIE,DO_5,SUD,R_31,OUEST,Actif,346355,34,101,27,10/03/2023,1,3,WE FAMILLE,0,6,03/03/2023,19:40:00,Femme,40,2,"Les enfants sont ravis. Les toilettes manquent de propreté. Sinon, il n'y a rien à redire sur le personnel et la qualité.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,mars-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,346372,34,52,23,10/03/2023,1,1,WE FAMILLE,0,6,03/04/2023,12:00:00,Homme,44,3,"La nourriture est correcte, mais il y a trop d'attente.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,111,mars-23,LIMOGES BOISSEUIL,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346388,34,67,22,10/03/2023,1,1,WE FAMILLE,0,6,03/04/2023,12:45:00,Femme,44,1,"Malgré le monde, le personnel a fait le maximum pour servir au mieux les clients. Les buffets étaient pleins et remplis au fur et à mesure que les clients arrivaient. Les tables étaient débarrassées.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,55,avr.-23,COMPIEGNE,COMPAGNIE,DO_3,NORD,R_21,NORD EST,Actif,346650,37,28,25,17/04/2023,1,3,MIDI SEMAINE,0,6,04/07/2023,12:40:00,Femme,56,1,Le restaurant est agréable et spacieux. Le personnel est sympathique.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,69,mars-23,LENS,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,346385,34,41,25,10/03/2023,1,1,WE FAMILLE,0,6,03/04/2023,19:15:00,Femme,38,1,"Le personnel est très agréable et à l'écoute, vraiment prêt à aider les clients. La salle du restaurant est impeccable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,40,févr.-23,LEERS,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,346043,33,18,26,14/02/2023,0,2,SOIR SEMAINE,0,6,02/08/2023,19:07:00,Femme,49,4,Le restaurant est sale. Le personnel n'est pas poli.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
